icao24,registration,aircraft_manufacturer,aircraft_model,aircraft_category,engine_manufacturer,engine_model,engine_count
4850bd,P4-AAG,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
e030d7,LV-CCW,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
46cd03,SX-SHC,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a7c699,N60TK,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
ac1e8e,N880HK,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
43e992,M-WFAM,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a92285,N688SF,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
43ea0d,M-SEVN,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
3c1160,D-AVPB,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
780095,B-7763,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
4b844e,TC-ABN,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a74327,N567YX,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a6df74,N542BA,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
acf63d,N934TQ,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
424135,VP-COO,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
4d213a,9H-MYU,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
4bcc22,TC-SAB,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a7d9ed,N605BB,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a9672d,N705AM,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
ac67ae,N899KK,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
50010c,T7-CTG,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
761725,EYE77,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
06a132,A7-CEG,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
506c1e,S5-ADF,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a3b7d1,N339FX,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
424252,VP-BGM,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
440550,OE-INK,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
43eab0,M-ABJN,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
506c17,S5-ADD,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
440918,OE-IIX,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
4d20eb,9H-VFI,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
3c48b9,D-ABEY,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a7dc19,N605ZH,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
4d2031,9H-AFC,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
43e9fa,M-SPBM,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a549a8,N44QF,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
c010b4,C-FGIL,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
aa8fc1,N78SD,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
780973,B-7769,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
43ea1b,M-BASH,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a3bde1,N340FX,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
ab2361,N817AD,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a7dab4,N605KA,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
4d2113,9H-KAS,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
3c682e,D-AJAN,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
43e9e7,M-AAAA,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
4d20c8,9H-VFB,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
78073f,B-3561,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
750207,9M-ATM,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
800642,VT-MKJ,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a7db4c,N605RC,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
aa86d9,N778BA,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
3c1cf3,D-AZZA,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
4d0211,LX-AGA,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
a3d074,N345FX,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
8962ea,A6-SAJ,Bombardier,Challenger 605,Large,GE Aviation,CF34-3B,2
4911e6,CS-DOF,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
c0350d,C-FUCI,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
43eaa4,M-ARUB,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
440900,OE-IGA,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
ac555c,N894N,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
a88cf0,N650CD,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
c0021a,C-FAUR,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
50015a,T7-ZIS,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
43ea5b,M-DSTZ,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
440948,OE-LDN,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
39ce6b,F-HTTL,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
896c6b,1350,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
440949,OE-LAN,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
300696,I-DBLR,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
c0351a,C-FUCV,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
43eaa2,M-RAYS,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
c087bc,C-GZKL,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
a88f02,N650ZJ,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
a64dfa,N505R,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
43e8e6,M-TRBS,Bombardier,Challenger 650,Large,GE Aviation,CF34-3B,2
a2a6f9,N270F,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4242fe,VP-BCY,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
aa2e14,N755RA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
399438,F-HFBY,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
7501f3,9M-TAN,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4d2156,9H-AVA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
01804e,5A-UAC,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a9af68,N723HH,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
3f58ae,14+01,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
407292,G-KBMM,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
44095e,OE-IMA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4a512b,YR-TIK,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e85c,M-GRAN,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
06a198,A7-TAT,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
440a76,OE-IXG,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a637f3,N50DS,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a3ec41,N352AF,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
5000ca,T7-FGL,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
ab5684,N83FF,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
440360,OE-IBC,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
407343,G-SGSG,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e89c,M-RIDE,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
adbe26,N985EL,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
06a19b,A7-CEV,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
e07445,LV-GQE,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
3f4e27,14+02,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
780a23,B-KMF,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4401aa,OE-INC,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a094f7,N1368M,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4d2120,9H-CMA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
48433d,P4-PIF,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4242ff,VP-BGS,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4bae4d,TC-KRM,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43ea08,M-FINE,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
ad84e7,N970NX,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
7809cd,B-7765,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4b1990,HB-JRS,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a8faea,N678RC,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4d203d,9H-AFR,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a00054,N1DG,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a3b722,N3389H,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
44070e,OE-ICA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
06a133,A7-CEI,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4d20af,9H-TOR,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
424158,VP-CWN,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43ea48,M-KBSD,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e96b,M-BIGG,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4d211f,9H-GVA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
3f7b3c,14+04,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
c03221,C-FSZO,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e9d0,M-ANGO,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43ea9c,M-CITI,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a0c931,N15PX,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43eaf5,M-SETT,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
150699,RA-67225,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a3d492,N346L,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43ea7a,M-AABG,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
06a0d8,A7-CEE,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
491d99,CS-GLY,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
896423,A6-RJD,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
424138,VP-CWQ,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
49302d,CS-LAM,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a07ca0,N130QS,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
800e04,GB8002,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4242f0,VP-BMG,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a795e8,N588ZJ,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
42430d,VP-BLQ,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4406d1,OE-IXX,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4d20bd,9H-OMK,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e899,M-DANK,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
42424f,VP-BJN,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
06a0d7,A7-CED,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e98b,M-SAID,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
5000c0,T7-LRW,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
800501,VT-BAJ,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4d2111,9H-FLN,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
c03562,C-FUFP,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
459934,OY-FIT,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43ea8e,M-MICS,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4243c5,VQ-BMM,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
48d409,SP-ZAK,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
424750,VP-CBF,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4d20b6,9H-VTB,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e971,M-AQUA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4241cf,VP-CKM,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
800e03,GB8001,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
3f6533,14+03,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
440685,OE-INL,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a63b4f,N500QA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4d2147,9H-IBD,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
3c4c85,D-ACDE,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4242fb,VP-BSG,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
c035f2,C-FULD,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4b1847,HB-JFB,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a3c8c3,N343DE,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
80043f,VT-JSK,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
49526c,CS-TSL,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e948,M-JGVJ,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
424774,VP-CES,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
01803c,5A-UAB,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
adccea,N989DM,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
899069,B-98888,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e821,M-JSMN,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e945,M-SEAS,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4406a6,OE-LPZ,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
800b66,VT-IBG,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
780229,B-LIM,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4d20b7,9H-VTC,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e78f,M-BLUE,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
8006e5,VT-KJB,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
c037f1,C-FVEU,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
424179,VP-CSB,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
45d93a,OY-VIZ,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
39ce6e,F-HTTO,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
440649,OE-LAA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
06002d,3B-PGT,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e8a9,M-CCCP,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
ab4ec8,N828CC,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
5000d9,T7-TAA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
500193,T7-YMF,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e9e8,M-IUNI,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43ea5a,M-SAPT,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
440430,OE-IOO,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
ac70e5,N900TR,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e78b,M-JANP,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a3a464,N3338,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
780a04,B-LRH,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
c077a9,C-GTIE,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43ea9a,M-CVGL,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
0d0516,XA-JGT,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43ea21,M-IBID,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
896231,A6-FBQ,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4241b9,VP-CGM,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
89641b,A6-RJC,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
780a2f,B-KEZ,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e822,M-YSAI,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
896370,A6-ACE,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
4bb541,TC-MJA,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
43e72a,M-SKSM,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
a4abf6,N40TE,Bombardier,Global 5000,Large,Rolls-Royce,BR710,2
aae132,N80TE,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4d20d7,9H-VJL,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a1c374,N2121J,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a2005a,N228SS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c07440,C-GSAP,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
7c2919,VH-IEJ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
06a1f0,A7-TAA,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4d2131,9H-VJV,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
43ea29,M-ARGO,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a31be8,N3PC,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
506c25,S5-ZFL,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a4b241,N401VP,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
aa6876,N77UF,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
3c79a2,D-ANMB,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
ac70d1,N900SW,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
34510b,EC-MKH,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
39950f,F-HFIP,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c037ca,C-FVDH,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
42474f,VP-CAF,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a396e2,N330M,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
acc306,N921MT,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c0412b,C-FYRQ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a1c1f0,N212LF,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
43ea07,M-SAMA,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
3ebe12,14+07,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
406422,G-GABY,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
43ea64,M-YSSF,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a980da,N711MC,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a8f665,N677GX,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
43e8a0,M-HOME,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
781853,B-605D,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a88e57,N650SN,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
ac828e,N905JG,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4ac9ba,SE-RMZ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
ac9975,N9103J,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a41f1a,N365CJ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a6286f,N496X,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a336b0,N306MA,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
015a4e,EC-LNM,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
424770,VP-CFO,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a029e9,N11AQ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
5000fc,T7-BRS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c04136,C-FYSB,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c068c9,C-GNRS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a9a7c6,N721FF,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4d20d6,9H-VJJ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c039e5,C-FVYA,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a7bf10,N599CH,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a7eed3,N610AW,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c03566,C-FUFT,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c0456b,C-GAHM,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c020df,C-FMLQ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a88c60,N65WL,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
43eacd,M-RRRR,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a40b12,N36MM,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a88e47,N650RX,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
3442c9,EC-LTF,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a368dd,N319GG,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
ac89d9,N907GX,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4d20cd,9H-VJG,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
ac0f4a,N8762M,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a92e8a,N691BD,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a105b0,N165QS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a03f9f,N115JS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
ac1b7d,N88AA,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
aa545e,N765CS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
ab2f3f,N82HP,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a2dda0,N284JA,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c08180,C-GXBB,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a7b11b,N595MP,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
43ea51,M-ABCC,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a3e98f,N351LS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
42418f,VP-CPT,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a8cf06,N667JD,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c0357c,C-FUGP,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a8a777,N657HN,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
43ea0a,M-YSKY,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a9c8b8,N73AF,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a00084,N1FE,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a7c81b,N600JV,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c04323,C-FZLA,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4d2066,9H-OPE,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a0c527,N149LP,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a80556,N616DC,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4d20f8,9H-VJP,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a18efa,N2T,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
43e99b,M-MYNA,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c0224d,C-FMZS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
aad24a,N797CT,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4d214c,9H-TNF,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
ac94e5,N91FX,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a19068,N20HQ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a63ec1,N501MG,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c04335,C-FZLS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a0ba69,N146QS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
406aec,G-GOYA,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
aa67f2,N77NZ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
42475d,VP-CYA,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c040d8,C-FYOL,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c04a51,C-GCDS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a9a867,N721MS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
aaa403,N785KJ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4d02a1,LX-NAD,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a0b6b2,N145QS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a6a7c7,N528MP,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
aafc2c,N807DC,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
7c3b43,VH-LZP,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
c03565,C-FUFS,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
43ea4a,M-EDZE,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a141f6,N180PE,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4d20fe,9H-VJZ,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
aa50b1,N764DB,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a0c882,N15GX,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
a848e3,N633AB,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
7c37e8,VH-LBU,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
00a513,ZS-OAK,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
395588,F-GVMI,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
4d20f7,9H-VJO,Bombardier,Global 6000,Large,Rolls-Royce,BR710,2
